CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
86,31,Female,Enterprise,1080,48,7,Net Banking,6,21,No
87,40,Male,Enterprise,1799,18,2,Net Banking,4,8,No
88,57,Male,Basic,834,23,6,UPI,2,14,Yes
89,38,Male,Premium,453,53,1,Net Banking,6,39,No
90,33,Female,Basic,1700,21,7,Credit Card,10,16,No
91,62,Male,Enterprise,1337,11,6,Net Banking,5,18,No
92,35,Female,Enterprise,219,39,4,UPI,9,31,No
93,64,Male,Premium,727,41,3,Net Banking,6,11,No
94,41,Male,Enterprise,1368,4,0,Net Banking,3,38,No
95,43,Female,Premium,1431,25,4,UPI,5,20,No
96,42,Female,Premium,1754,32,8,UPI,10,46,No
97,62,Female,Basic,575,30,9,UPI,8,45,No
98,58,Female,Basic,1727,45,3,UPI,9,4,No
99,46,Female,Premium,365,59,8,UPI,8,20,No
100,32,Female,Premium,1773,26,1,UPI,3,31,No
101,62,Female,Basic,1404,57,3,Credit Card,9,20,No
102,18,Female,Enterprise,1060,36,8,Net Banking,3,11,Yes
103,42,Male,Basic,816,51,3,Net Banking,8,1,No
104,24,Female,Premium,811,34,4,UPI,10,44,No
105,26,Female,Premium,1825,9,7,UPI,9,18,No
106,41,Male,Premium,1667,12,0,Credit Card,7,39,No
107,18,Female,Premium,1555,2,0,Credit Card,4,44,No
108,61,Male,Basic,702,38,8,UPI,10,33,No
109,25,Male,Basic,1112,5,8,Credit Card,9,36,No
110,41,Female,Premium,278,5,3,Credit Card,3,18,No
111,28,Male,Premium,784,52,1,UPI,3,47,No
112,68,Female,Basic,887,22,8,UPI,2,31,Yes
113,34,Male,Premium,595,5,3,UPI,10,35,No
114,25,Male,Basic,1831,59,5,UPI,3,39,No
115,52,Male,Premium,1326,4,0,Net Banking,1,38,No
116,52,Female,Enterprise,601,9,8,Net Banking,4,15,Yes
117,50,Female,Basic,1174,29,4,UPI,8,47,No
118,22,Male,Basic,423,22,2,Credit Card,5,6,No
119,59,Male,Premium,717,27,3,UPI,2,8,No
120,56,Female,Premium,833,10,0,Net Banking,3,40,No
121,58,Female,Premium,435,16,8,Credit Card,1,22,Yes
122,45,Male,Enterprise,1650,42,7,Net Banking,2,1,Yes
123,24,Male,Enterprise,315,42,3,UPI,1,13,No
124,26,Female,Enterprise,1386,51,1,Net Banking,2,24,No
125,25,Female,Premium,425,10,8,Net Banking,3,21,Yes
126,29,Female,Basic,429,6,3,Net Banking,1,45,No
127,51,Female,Basic,381,49,8,Credit Card,9,43,No
128,50,Female,Basic,1472,5,9,Net Banking,10,4,No
129,65,Male,Premium,1541,58,2,Credit Card,5,7,No
130,40,Female,Basic,409,6,6,UPI,8,12,No
131,41,Male,Enterprise,1879,59,6,UPI,5,13,No
132,54,Female,Premium,1615,56,9,Net Banking,8,44,No
133,52,Male,Premium,295,59,3,Credit Card,7,16,No
134,61,Female,Basic,1093,47,1,UPI,4,6,No
135,57,Female,Basic,955,25,8,Credit Card,7,14,No
136,39,Male,Basic,1309,59,3,Credit Card,6,48,No
137,44,Male,Basic,614,51,7,Net Banking,3,31,Yes
138,52,Female,Basic,593,50,1,Net Banking,9,36,No
139,18,Female,Premium,895,4,7,Credit Card,10,37,No
140,52,Female,Enterprise,1856,40,9,Credit Card,9,41,No
141,54,Female,Enterprise,1043,59,4,Net Banking,5,35,No
142,64,Female,Premium,1724,48,6,Credit Card,8,10,No
143,31,Male,Basic,803,32,6,Net Banking,7,17,No
144,20,Male,Enterprise,781,56,8,Credit Card,9,42,No
145,18,Female,Enterprise,332,51,2,Net Banking,7,30,No
146,22,Male,Basic,990,52,9,Credit Card,4,44,Yes
147,43,Male,Premium,848,35,3,Net Banking,4,7,No
148,31,Male,Basic,1537,10,9,Credit Card,8,18,No
149,56,Female,Enterprise,1922,34,3,UPI,6,19,No
150,44,Male,Enterprise,420,36,9,UPI,9,15,No
151,26,Female,Basic,1175,6,4,Credit Card,10,39,No
152,32,Male,Enterprise,1661,43,5,UPI,7,44,No
153,32,Female,Premium,1269,46,2,Credit Card,7,22,No
154,43,Male,Enterprise,1415,16,3,Credit Card,4,39,No
155,59,Female,Basic,1743,59,2,UPI,3,42,No
156,30,Female,Enterprise,1602,53,1,Credit Card,8,30,No
157,68,Male,Basic,987,19,9,Net Banking,7,20,No
158,49,Female,Basic,890,34,8,Credit Card,4,32,Yes
159,56,Female,Basic,1557,25,0,Credit Card,4,42,No
160,66,Female,Enterprise,238,31,1,UPI,1,25,No
161,69,Female,Enterprise,1516,49,7,Net Banking,7,23,No
162,49,Female,Enterprise,889,41,6,Credit Card,1,5,Yes
163,21,Female,Enterprise,361,17,0,Credit Card,10,41,No
164,47,Female,Basic,1554,47,4,Credit Card,10,30,No
165,54,Female,Basic,1327,30,9,Credit Card,4,48,Yes
166,40,Male,Basic,360,39,5,Credit Card,3,39,No
167,56,Male,Basic,1858,54,4,Credit Card,3,27,No
168,62,Female,Basic,1277,55,3,Net Banking,1,42,No
169,32,Female,Basic,1257,31,0,Net Banking,4,37,No
170,60,Male,Basic,441,19,6,Credit Card,1,7,Yes
171,46,Male,Basic,1166,35,8,Credit Card,8,5,No
172,53,Male,Basic,1089,29,5,UPI,1,15,No
173,30,Female,Basic,312,59,2,Net Banking,6,42,No
174,49,Male,Enterprise,1213,1,9,Net Banking,7,8,No
175,24,Female,Premium,517,4,3,Credit Card,10,9,No
176,68,Female,Enterprise,222,28,9,Net Banking,2,11,Yes
177,39,Male,Basic,1781,18,4,Net Banking,4,22,No
178,45,Female,Basic,1023,26,0,UPI,3,34,No
179,19,Female,Premium,1870,40,4,UPI,9,35,No
180,59,Female,Basic,1341,19,0,Net Banking,7,13,No
181,62,Female,Basic,900,55,8,Net Banking,2,11,Yes
182,23,Male,Basic,1866,55,6,Net Banking,6,32,No
183,45,Male,Basic,1218,57,2,Credit Card,9,42,No
184,45,Female,Basic,1435,6,8,UPI,3,15,Yes
185,61,Female,Basic,1641,1,1,Credit Card,6,38,No
186,61,Male,Premium,1336,8,6,UPI,3,1,Yes
187,37,Female,Basic,1267,33,8,UPI,3,46,Yes
188,47,Male,Basic,327,51,5,UPI,4,24,No
189,28,Female,Enterprise,1075,43,9,Net Banking,9,43,No
190,45,Female,Basic,357,21,4,UPI,8,40,No
191,42,Male,Basic,1026,24,6,Credit Card,1,22,Yes
192,56,Male,Enterprise,1617,25,5,UPI,1,3,No
193,50,Male,Basic,1051,47,4,Credit Card,7,14,No
194,18,Male,Basic,711,55,1,UPI,3,2,No
195,44,Female,Basic,244,57,7,UPI,7,32,No
196,69,Male,Basic,1331,43,6,Net Banking,9,48,No
197,30,Female,Premium,418,19,5,Credit Card,3,38,No
198,58,Male,Enterprise,642,29,4,UPI,3,33,No
199,20,Male,Basic,514,53,4,UPI,2,46,No
200,56,Female,Premium,376,10,8,Credit Card,10,42,No
201,23,Male,Premium,427,56,0,UPI,1,6,No
202,25,Male,Basic,1926,12,8,Net Banking,9,41,No
203,44,Male,Premium,1895,33,5,Credit Card,6,39,No
204,26,Male,Basic,466,56,3,Net Banking,6,25,No
205,54,Female,Basic,1069,7,9,Credit Card,8,34,No
206,50,Female,Basic,1037,17,6,Credit Card,5,11,No
207,68,Male,Basic,1602,58,8,Credit Card,9,46,No
208,59,Male,Basic,688,10,4,UPI,5,37,No
209,61,Male,Enterprise,901,31,4,Credit Card,2,41,No
210,41,Female,Basic,886,6,7,Credit Card,6,7,No
211,32,Female,Basic,1513,17,6,Credit Card,9,46,No
212,49,Female,Basic,1195,50,7,Net Banking,3,48,Yes
213,49,Female,Premium,556,37,9,Credit Card,10,22,No
214,41,Male,Premium,1880,18,1,UPI,4,48,No
215,58,Male,Premium,1967,26,8,Credit Card,10,39,No
216,69,Male,Premium,1071,49,2,Credit Card,8,10,No
217,66,Female,Enterprise,403,54,5,Net Banking,6,21,No
218,66,Male,Basic,1436,16,5,UPI,7,6,No
219,69,Female,Premium,751,8,1,UPI,7,49,No
220,29,Female,Enterprise,522,24,6,UPI,4,1,Yes
221,56,Male,Enterprise,793,13,8,Credit Card,6,34,No
222,19,Male,Enterprise,380,29,9,Credit Card,9,14,No
223,20,Male,Basic,698,32,0,UPI,3,36,No
224,66,Female,Basic,1543,24,7,UPI,8,27,No
225,54,Female,Basic,282,16,1,Net Banking,7,9,No
226,66,Male,Premium,502,11,0,UPI,4,6,No
227,34,Male,Basic,461,32,7,Credit Card,10,31,No
228,66,Female,Basic,983,6,1,Credit Card,3,17,No
229,19,Male,Enterprise,1423,59,5,Credit Card,7,43,No
230,19,Female,Basic,1463,35,5,Net Banking,10,36,No
231,45,Female,Enterprise,1113,33,4,UPI,9,21,No
232,40,Male,Basic,891,18,7,Credit Card,10,27,No
233,54,Male,Basic,1143,37,2,Net Banking,3,41,No
234,49,Male,Basic,882,13,9,Net Banking,10,28,No
235,50,Male,Premium,1518,10,3,Credit Card,9,16,No
236,18,Female,Basic,1735,37,6,Net Banking,8,35,No
237,36,Female,Basic,888,26,6,Net Banking,3,36,Yes
238,19,Female,Enterprise,595,46,7,Credit Card,8,35,No
239,61,Male,Basic,1972,17,1,Net Banking,4,45,No
240,43,Female,Premium,1361,1,1,Credit Card,6,19,No
241,49,Male,Premium,1038,25,3,Credit Card,10,21,No
242,23,Male,Basic,1077,34,9,Net Banking,2,33,Yes
243,49,Male,Premium,1022,39,8,Credit Card,8,23,No
244,21,Male,Basic,1352,10,9,Credit Card,9,6,No
245,28,Male,Premium,248,20,8,UPI,7,32,No
246,34,Male,Basic,1899,7,3,Credit Card,8,22,No
247,55,Female,Premium,988,56,8,UPI,7,3,No
248,41,Male,Basic,492,16,2,UPI,10,35,No
249,22,Female,Premium,1851,37,4,UPI,4,16,No
250,69,Female,Basic,735,29,9,UPI,1,42,Yes
251,51,Male,Basic,510,12,8,Net Banking,3,25,Yes
252,23,Male,Basic,736,17,5,Net Banking,7,17,No
253,39,Male,Basic,838,48,2,Credit Card,7,39,No
254,28,Female,Enterprise,433,20,9,Credit Card,3,13,Yes
255,65,Male,Basic,1432,26,8,Credit Card,1,28,Yes
256,33,Female,Enterprise,804,48,5,Net Banking,10,11,No
257,50,Male,Enterprise,293,19,3,UPI,9,10,No
258,26,Male,Premium,526,58,3,Net Banking,6,39,No
259,23,Female,Basic,424,47,7,Net Banking,7,24,No
260,33,Female,Basic,1166,12,6,Credit Card,1,38,Yes
261,46,Male,Premium,1089,21,0,Credit Card,1,24,No
262,20,Female,Basic,210,42,5,Credit Card,4,33,No
263,37,Female,Basic,1552,58,7,UPI,7,17,No
264,53,Female,Premium,1235,54,2,UPI,8,44,No
265,36,Female,Enterprise,234,34,8,Net Banking,10,36,No
266,43,Female,Premium,646,7,9,UPI,9,35,No
267,20,Male,Basic,1675,45,1,Credit Card,1,6,No
268,36,Male,Premium,1963,35,5,UPI,4,16,No
269,37,Female,Basic,1443,15,0,UPI,4,45,No
270,49,Male,Basic,640,1,1,UPI,3,28,No
271,24,Male,Enterprise,852,26,4,UPI,7,41,No
272,69,Female,Basic,1758,35,0,Credit Card,1,32,No
273,58,Male,Basic,794,25,7,Credit Card,9,26,No
274,50,Female,Basic,428,42,0,Net Banking,8,11,No
275,57,Female,Enterprise,543,59,8,Net Banking,2,25,Yes
276,56,Male,Premium,1303,59,9,Net Banking,2,31,Yes
277,35,Female,Premium,1576,15,2,UPI,8,21,No
278,57,Female,Premium,1619,22,1,UPI,1,45,No
279,18,Female,Basic,1513,59,0,Credit Card,7,3,No
280,28,Female,Basic,1678,6,8,Net Banking,9,12,No
281,45,Female,Basic,1894,52,3,Credit Card,3,40,No
282,42,Male,Basic,1188,15,0,Net Banking,7,46,No
283,67,Male,Basic,1351,24,0,Net Banking,6,41,No
284,40,Female,Enterprise,1925,21,6,Net Banking,7,25,No
285,48,Female,Basic,1108,7,1,UPI,7,17,No
286,47,Male,Basic,1766,57,6,Net Banking,10,38,No
287,59,Female,Basic,1582,29,6,Net Banking,1,36,Yes
288,52,Male,Basic,726,32,9,UPI,3,36,Yes
289,24,Female,Enterprise,1536,32,8,Net Banking,10,19,No
290,33,Female,Basic,274,53,6,UPI,1,44,Yes
291,43,Female,Basic,1769,59,0,UPI,5,2,No
292,65,Female,Premium,395,5,7,Credit Card,3,17,Yes
293,69,Female,Basic,228,4,7,UPI,1,30,Yes
294,66,Female,Basic,905,22,3,UPI,2,47,No
295,19,Female,Basic,1220,18,7,UPI,10,10,No
296,18,Male,Premium,215,35,3,Net Banking,5,35,No
297,65,Male,Enterprise,1646,17,7,Credit Card,3,36,Yes
298,29,Male,Premium,1812,50,4,Net Banking,6,33,No
299,22,Female,Basic,1004,50,3,UPI,9,1,No
300,54,Female,Enterprise,1816,56,5,UPI,6,18,No
301,49,Female,Basic,1628,24,1,Credit Card,2,4,No
302,26,Female,Basic,1139,2,1,Credit Card,2,47,No
303,58,Female,Basic,1859,13,1,UPI,8,27,No
304,52,Female,Basic,1754,54,8,UPI,8,25,No
305,36,Female,Premium,1166,15,9,Net Banking,6,28,No
306,65,Male,Premium,1837,5,2,UPI,10,22,No
307,33,Female,Enterprise,1300,3,9,Net Banking,7,42,No
308,20,Male,Premium,428,37,3,Credit Card,1,25,No
309,37,Male,Premium,1161,37,9,Net Banking,9,17,No
310,41,Female,Basic,1520,37,7,UPI,5,44,No
311,50,Female,Basic,1733,3,3,Net Banking,9,12,No
312,41,Male,Premium,914,35,9,Net Banking,2,16,Yes
313,69,Male,Basic,1183,52,9,Credit Card,8,37,No
314,28,Female,Enterprise,772,23,6,Net Banking,7,16,No
315,66,Female,Basic,1761,28,4,UPI,4,17,No
316,25,Male,Basic,1806,30,8,Net Banking,3,31,Yes
317,53,Female,Basic,814,18,3,Net Banking,4,15,No
318,55,Female,Basic,525,58,2,Net Banking,4,13,No
319,57,Female,Basic,1586,52,1,UPI,10,40,No
320,37,Male,Premium,1892,36,0,Net Banking,10,27,No
321,52,Male,Basic,1074,33,5,UPI,8,21,No
322,65,Male,Premium,558,26,9,Net Banking,4,2,Yes
323,42,Female,Basic,1929,48,1,Credit Card,5,8,No
324,52,Female,Basic,523,40,7,Credit Card,2,42,Yes
325,42,Male,Basic,1921,17,5,Credit Card,4,7,No
326,46,Male,Enterprise,1549,40,4,UPI,7,10,No
327,35,Male,Basic,1848,7,1,UPI,3,4,No
328,63,Female,Premium,364,57,6,UPI,1,43,Yes
329,35,Male,Basic,1796,8,1,Net Banking,8,41,No
330,19,Male,Premium,1827,53,4,UPI,8,36,No
331,52,Female,Basic,997,56,1,UPI,6,35,No
332,33,Female,Premium,654,31,9,UPI,7,43,No
333,58,Female,Premium,1376,59,1,UPI,10,3,No
334,53,Male,Enterprise,1960,58,6,Credit Card,2,18,Yes
335,50,Female,Basic,1350,12,8,Net Banking,5,46,No
336,21,Female,Basic,392,48,4,Credit Card,7,43,No
337,50,Male,Basic,826,31,6,Net Banking,9,24,No
338,31,Female,Enterprise,1997,44,3,Net Banking,1,32,No
339,38,Male,Premium,729,19,1,Credit Card,3,34,No
340,65,Male,Premium,1233,10,2,UPI,6,2,No
341,37,Female,Basic,291,39,1,Credit Card,7,2,No
342,25,Female,Basic,338,12,4,Net Banking,6,10,No
343,24,Female,Basic,680,20,5,Net Banking,1,23,No
344,20,Female,Enterprise,648,37,6,UPI,4,15,Yes
345,34,Female,Premium,1556,48,2,Credit Card,6,12,No
346,50,Female,Enterprise,1068,41,3,Net Banking,8,43,No
347,65,Male,Basic,539,7,7,Credit Card,10,17,No
348,29,Male,Premium,1275,52,3,UPI,4,18,No
349,68,Female,Premium,1930,54,6,UPI,7,14,No
350,39,Male,Basic,665,58,5,Net Banking,3,17,No
351,39,Female,Enterprise,917,14,6,UPI,8,15,No
352,63,Male,Enterprise,998,11,0,Net Banking,1,12,No
353,47,Male,Enterprise,674,7,2,Net Banking,4,16,No
354,55,Male,Premium,600,29,5,UPI,8,32,No
355,55,Female,Basic,1662,10,2,UPI,10,23,No
356,62,Male,Basic,804,29,6,Credit Card,4,38,Yes
357,68,Female,Enterprise,1131,9,8,Credit Card,2,34,Yes
358,25,Male,Basic,1196,36,2,Net Banking,2,34,No
359,44,Male,Premium,1121,48,0,Credit Card,4,16,No
360,44,Male,Premium,1020,10,9,Net Banking,4,34,Yes
361,51,Male,Premium,856,19,5,UPI,2,40,No
362,38,Male,Enterprise,797,56,0,UPI,7,7,No
363,47,Female,Basic,1732,31,0,Credit Card,6,33,No
364,50,Female,Basic,1376,17,7,Net Banking,3,4,Yes
365,45,Male,Basic,713,9,8,Net Banking,8,43,No
366,64,Male,Basic,1726,45,1,Credit Card,8,7,No
367,50,Male,Basic,1995,33,8,Net Banking,1,18,Yes
368,22,Male,Basic,1899,34,4,Net Banking,3,4,No
369,65,Female,Enterprise,1229,45,7,UPI,5,49,No
370,36,Male,Enterprise,699,24,6,Net Banking,2,11,Yes
371,21,Female,Basic,1884,9,6,Net Banking,5,43,No
372,52,Male,Basic,916,7,3,Net Banking,10,20,No
373,66,Female,Enterprise,1341,16,1,Credit Card,3,11,No
374,34,Male,Basic,1708,19,4,Credit Card,9,15,No
375,61,Male,Basic,800,39,2,Credit Card,1,46,No
376,45,Female,Basic,865,6,8,Net Banking,4,17,Yes
377,47,Male,Premium,1902,50,5,Net Banking,10,34,No
378,46,Male,Basic,667,51,0,Credit Card,6,48,No
379,63,Male,Enterprise,360,11,2,Credit Card,9,12,No
380,23,Female,Basic,469,12,3,Net Banking,3,42,No
381,52,Male,Premium,1279,58,8,Net Banking,3,28,Yes
382,58,Male,Basic,427,42,5,UPI,5,48,No
383,54,Female,Basic,1048,13,3,Credit Card,7,35,No
384,41,Female,Premium,348,12,0,Net Banking,5,8,No
385,46,Female,Premium,1269,21,7,Credit Card,8,27,No
386,66,Male,Premium,1367,10,1,Credit Card,5,22,No
387,63,Male,Premium,1973,20,7,Credit Card,7,24,No
388,48,Male,Enterprise,831,50,5,UPI,6,2,No
389,52,Female,Enterprise,1563,36,7,Net Banking,10,31,No
390,50,Male,Premium,612,28,5,Net Banking,2,22,No
391,69,Male,Basic,1955,24,4,Credit Card,3,1,No
392,38,Female,Basic,719,5,4,Net Banking,4,14,No
393,49,Female,Basic,1567,37,9,UPI,5,25,No
394,40,Female,Premium,586,12,9,Credit Card,9,36,No
395,50,Female,Basic,1696,58,7,UPI,6,36,No
396,20,Female,Basic,474,35,6,UPI,1,41,Yes
397,35,Male,Enterprise,552,40,7,Net Banking,3,3,Yes
398,42,Female,Enterprise,1289,54,7,Net Banking,7,5,No
399,59,Male,Enterprise,1302,2,6,UPI,8,1,No
400,48,Male,Basic,797,50,1,Net Banking,7,19,No
401,20,Female,Premium,1859,41,8,UPI,5,33,No
402,57,Female,Basic,1425,45,6,UPI,10,42,No
403,63,Female,Basic,1885,39,5,Credit Card,8,30,No
404,41,Male,Basic,757,42,8,UPI,9,12,No
405,67,Female,Basic,312,9,0,UPI,7,10,No
406,49,Female,Basic,1314,22,1,Net Banking,9,34,No
407,64,Female,Enterprise,340,47,0,Credit Card,1,16,No
408,39,Female,Basic,1512,5,9,Net Banking,9,40,No
409,40,Female,Premium,929,12,2,Credit Card,3,46,No
410,19,Male,Premium,788,1,4,Net Banking,6,29,No
411,44,Male,Basic,610,44,0,UPI,8,15,No
412,59,Male,Basic,576,22,3,Credit Card,3,48,No
413,19,Female,Basic,1607,38,7,Credit Card,4,11,Yes
414,43,Female,Premium,1375,51,5,Credit Card,7,44,No
415,34,Female,Basic,950,19,0,Credit Card,7,34,No
416,57,Male,Basic,826,16,0,Net Banking,4,36,No
417,50,Female,Basic,1542,31,2,Net Banking,9,30,No
418,26,Female,Premium,1592,51,9,Credit Card,3,35,Yes
419,60,Female,Enterprise,1829,3,7,Credit Card,8,9,No
420,65,Male,Basic,1194,23,7,Credit Card,8,18,No
421,56,Female,Premium,1783,42,2,Net Banking,4,19,No
422,46,Male,Premium,902,59,6,Credit Card,7,39,No
423,59,Female,Enterprise,661,18,2,Credit Card,4,4,No
424,43,Male,Enterprise,211,26,3,Credit Card,1,6,No
425,52,Male,Premium,1379,13,8,Net Banking,1,33,Yes
426,67,Male,Premium,1907,58,3,UPI,1,32,No
427,42,Female,Enterprise,676,18,2,UPI,2,16,No
428,41,Female,Basic,1138,3,4,Net Banking,6,11,No
429,30,Male,Basic,600,58,6,UPI,10,22,No
430,24,Male,Basic,1007,23,4,Credit Card,5,36,No
431,53,Female,Enterprise,376,3,3,Credit Card,2,23,No
432,62,Female,Enterprise,1564,55,7,Net Banking,8,26,No
433,37,Male,Basic,256,25,3,Net Banking,9,31,No
434,18,Female,Premium,647,27,1,UPI,7,29,No
435,25,Female,Basic,402,58,9,UPI,9,5,No
436,63,Female,Basic,1920,44,5,Credit Card,4,38,No
437,33,Female,Enterprise,1856,27,1,Net Banking,7,25,No
438,31,Male,Basic,937,52,2,UPI,5,34,No
439,29,Female,Basic,401,39,0,UPI,5,12,No
440,68,Female,Premium,1553,25,4,Credit Card,3,22,No
441,40,Male,Premium,562,24,8,Credit Card,9,9,No
442,32,Male,Basic,1091,8,1,Credit Card,10,20,No
443,45,Female,Premium,653,9,6,Credit Card,5,29,No
444,51,Female,Premium,555,46,4,UPI,6,44,No
445,19,Female,Basic,415,37,1,Net Banking,3,29,No
446,49,Female,Basic,1171,30,7,Net Banking,10,45,No
447,40,Male,Premium,754,53,5,Credit Card,7,27,No
448,39,Male,Basic,1086,19,3,Credit Card,9,17,No
449,68,Male,Enterprise,222,53,3,UPI,9,5,No
450,42,Female,Enterprise,354,16,1,Credit Card,10,45,No
451,39,Female,Enterprise,1409,24,2,Net Banking,10,13,No
452,39,Female,Basic,448,44,6,Credit Card,5,42,No
453,66,Female,Enterprise,948,21,2,Net Banking,7,15,No
454,69,Male,Basic,1004,36,4,Credit Card,3,15,No
455,59,Male,Basic,333,40,9,Credit Card,6,18,No
456,23,Female,Basic,520,39,5,Net Banking,8,2,No
457,32,Male,Basic,589,47,5,UPI,8,23,No
458,60,Female,Premium,633,6,3,UPI,2,43,No
459,54,Female,Basic,1245,5,5,Credit Card,6,13,No
460,50,Male,Basic,1072,14,2,Credit Card,7,43,No
461,25,Female,Premium,1823,53,6,Net Banking,7,4,No
462,61,Female,Basic,1888,45,6,Net Banking,3,47,Yes
463,61,Male,Premium,1348,42,3,Credit Card,9,25,No
464,22,Female,Basic,1302,50,1,Net Banking,2,11,No
465,56,Female,Enterprise,1057,4,6,UPI,3,48,Yes
466,21,Male,Enterprise,250,8,2,UPI,2,42,No
467,23,Female,Basic,1951,24,0,Net Banking,9,12,No
