CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
122,45,1,1,1650,42,7,1,2,1,1
123,24,1,1,315,42,3,2,1,13,0
124,26,0,1,1386,51,1,1,2,24,0
125,25,0,2,425,10,8,1,3,21,1
126,29,0,0,429,6,3,1,1,45,0
127,51,0,0,381,49,8,0,9,43,0
128,50,0,0,1472,5,9,1,10,4,0
129,65,1,2,1541,58,2,0,5,7,0
130,40,0,0,409,6,6,2,8,12,0
131,41,1,1,1879,59,6,2,5,13,0
132,54,0,2,1615,56,9,1,8,44,0
133,52,1,2,295,59,3,0,7,16,0
134,61,0,0,1093,47,1,2,4,6,0
135,57,0,0,955,25,8,0,7,14,0
136,39,1,0,1309,59,3,0,6,48,0
137,44,1,0,614,51,7,1,3,31,1
138,52,0,0,593,50,1,1,9,36,0
139,18,0,2,895,4,7,0,10,37,0
140,52,0,1,1856,40,9,0,9,41,0
141,54,0,1,1043,59,4,1,5,35,0
142,64,0,2,1724,48,6,0,8,10,0
143,31,1,0,803,32,6,1,7,17,0
144,20,1,1,781,56,8,0,9,42,0
145,18,0,1,332,51,2,1,7,30,0
146,22,1,0,990,52,9,0,4,44,1
147,43,1,2,848,35,3,1,4,7,0
148,31,1,0,1537,10,9,0,8,18,0
149,56,0,1,1922,34,3,2,6,19,0
150,44,1,1,420,36,9,2,9,15,0
151,26,0,0,1175,6,4,0,10,39,0
152,32,1,1,1661,43,5,2,7,44,0
153,32,0,2,1269,46,2,0,7,22,0
154,43,1,1,1415,16,3,0,4,39,0
155,59,0,0,1743,59,2,2,3,42,0
156,30,0,1,1602,53,1,0,8,30,0
157,68,1,0,987,19,9,1,7,20,0
158,49,0,0,890,34,8,0,4,32,1
159,56,0,0,1557,25,0,0,4,42,0
160,66,0,1,238,31,1,2,1,25,0
161,69,0,1,1516,49,7,1,7,23,0
162,49,0,1,889,41,6,0,1,5,1
163,21,0,1,361,17,0,0,10,41,0
164,47,0,0,1554,47,4,0,10,30,0
165,54,0,0,1327,30,9,0,4,48,1
166,40,1,0,360,39,5,0,3,39,0
167,56,1,0,1858,54,4,0,3,27,0
168,62,0,0,1277,55,3,1,1,42,0
169,32,0,0,1257,31,0,1,4,37,0
170,60,1,0,441,19,6,0,1,7,1
171,46,1,0,1166,35,8,0,8,5,0
172,53,1,0,1089,29,5,2,1,15,0
173,30,0,0,312,59,2,1,6,42,0
174,49,1,1,1213,1,9,1,7,8,0
175,24,0,2,517,4,3,0,10,9,0
176,68,0,1,222,28,9,1,2,11,1
177,39,1,0,1781,18,4,1,4,22,0
178,45,0,0,1023,26,0,2,3,34,0
179,19,0,2,1870,40,4,2,9,35,0
180,59,0,0,1341,19,0,1,7,13,0
181,62,0,0,900,55,8,1,2,11,1
182,23,1,0,1866,55,6,1,6,32,0
183,45,1,0,1218,57,2,0,9,42,0
184,45,0,0,1435,6,8,2,3,15,1
185,61,0,0,1641,1,1,0,6,38,0
186,61,1,2,1336,8,6,2,3,1,1
187,37,0,0,1267,33,8,2,3,46,1
188,47,1,0,327,51,5,2,4,24,0
189,28,0,1,1075,43,9,1,9,43,0
190,45,0,0,357,21,4,2,8,40,0
191,42,1,0,1026,24,6,0,1,22,1
192,56,1,1,1617,25,5,2,1,3,0
193,50,1,0,1051,47,4,0,7,14,0
194,18,1,0,711,55,1,2,3,2,0
195,44,0,0,244,57,7,2,7,32,0
196,69,1,0,1331,43,6,1,9,48,0
197,30,0,2,418,19,5,0,3,38,0
198,58,1,1,642,29,4,2,3,33,0
199,20,1,0,514,53,4,2,2,46,0
200,56,0,2,376,10,8,0,10,42,0
201,23,1,2,427,56,0,2,1,6,0
202,25,1,0,1926,12,8,1,9,41,0
203,44,1,2,1895,33,5,0,6,39,0
204,26,1,0,466,56,3,1,6,25,0
205,54,0,0,1069,7,9,0,8,34,0
206,50,0,0,1037,17,6,0,5,11,0
207,68,1,0,1602,58,8,0,9,46,0
208,59,1,0,688,10,4,2,5,37,0
209,61,1,1,901,31,4,0,2,41,0
210,41,0,0,886,6,7,0,6,7,0
211,32,0,0,1513,17,6,0,9,46,0
212,49,0,0,1195,50,7,1,3,48,1
213,49,0,2,556,37,9,0,10,22,0
214,41,1,2,1880,18,1,2,4,48,0
215,58,1,2,1967,26,8,0,10,39,0
216,69,1,2,1071,49,2,0,8,10,0
217,66,0,1,403,54,5,1,6,21,0
218,66,1,0,1436,16,5,2,7,6,0
219,69,0,2,751,8,1,2,7,49,0
220,29,0,1,522,24,6,2,4,1,1
221,56,1,1,793,13,8,0,6,34,0
222,19,1,1,380,29,9,0,9,14,0
223,20,1,0,698,32,0,2,3,36,0
224,66,0,0,1543,24,7,2,8,27,0
225,54,0,0,282,16,1,1,7,9,0
226,66,1,2,502,11,0,2,4,6,0
227,34,1,0,461,32,7,0,10,31,0
228,66,0,0,983,6,1,0,3,17,0
229,19,1,1,1423,59,5,0,7,43,0
230,19,0,0,1463,35,5,1,10,36,0
231,45,0,1,1113,33,4,2,9,21,0
232,40,1,0,891,18,7,0,10,27,0
233,54,1,0,1143,37,2,1,3,41,0
234,49,1,0,882,13,9,1,10,28,0
235,50,1,2,1518,10,3,0,9,16,0
236,18,0,0,1735,37,6,1,8,35,0
237,36,0,0,888,26,6,1,3,36,1
238,19,0,1,595,46,7,0,8,35,0
239,61,1,0,1972,17,1,1,4,45,0
240,43,0,2,1361,1,1,0,6,19,0
241,49,1,2,1038,25,3,0,10,21,0
242,23,1,0,1077,34,9,1,2,33,1
243,49,1,2,1022,39,8,0,8,23,0
244,21,1,0,1352,10,9,0,9,6,0
245,28,1,2,248,20,8,2,7,32,0
246,34,1,0,1899,7,3,0,8,22,0
247,55,0,2,988,56,8,2,7,3,0
248,41,1,0,492,16,2,2,10,35,0
249,22,0,2,1851,37,4,2,4,16,0
250,69,0,0,735,29,9,2,1,42,1
251,51,1,0,510,12,8,1,3,25,1
252,23,1,0,736,17,5,1,7,17,0
253,39,1,0,838,48,2,0,7,39,0
254,28,0,1,433,20,9,0,3,13,1
255,65,1,0,1432,26,8,0,1,28,1
256,33,0,1,804,48,5,1,10,11,0
257,50,1,1,293,19,3,2,9,10,0
258,26,1,2,526,58,3,1,6,39,0
259,23,0,0,424,47,7,1,7,24,0
260,33,0,0,1166,12,6,0,1,38,1
261,46,1,2,1089,21,0,0,1,24,0
262,20,0,0,210,42,5,0,4,33,0
263,37,0,0,1552,58,7,2,7,17,0
264,53,0,2,1235,54,2,2,8,44,0
265,36,0,1,234,34,8,1,10,36,0
266,43,0,2,646,7,9,2,9,35,0
267,20,1,0,1675,45,1,0,1,6,0
268,36,1,2,1963,35,5,2,4,16,0
269,37,0,0,1443,15,0,2,4,45,0
270,49,1,0,640,1,1,2,3,28,0
271,24,1,1,852,26,4,2,7,41,0
272,69,0,0,1758,35,0,0,1,32,0
273,58,1,0,794,25,7,0,9,26,0
274,50,0,0,428,42,0,1,8,11,0
275,57,0,1,543,59,8,1,2,25,1
276,56,1,2,1303,59,9,1,2,31,1
277,35,0,2,1576,15,2,2,8,21,0
278,57,0,2,1619,22,1,2,1,45,0
279,18,0,0,1513,59,0,0,7,3,0
280,28,0,0,1678,6,8,1,9,12,0
281,45,0,0,1894,52,3,0,3,40,0
282,42,1,0,1188,15,0,1,7,46,0
283,67,1,0,1351,24,0,1,6,41,0
284,40,0,1,1925,21,6,1,7,25,0
285,48,0,0,1108,7,1,2,7,17,0
286,47,1,0,1766,57,6,1,10,38,0
287,59,0,0,1582,29,6,1,1,36,1
288,52,1,0,726,32,9,2,3,36,1
289,24,0,1,1536,32,8,1,10,19,0
290,33,0,0,274,53,6,2,1,44,1
291,43,0,0,1769,59,0,2,5,2,0
292,65,0,2,395,5,7,0,3,17,1
293,69,0,0,228,4,7,2,1,30,1
294,66,0,0,905,22,3,2,2,47,0
295,19,0,0,1220,18,7,2,10,10,0
296,18,1,2,215,35,3,1,5,35,0
297,65,1,1,1646,17,7,0,3,36,1
298,29,1,2,1812,50,4,1,6,33,0
299,22,0,0,1004,50,3,2,9,1,0
300,54,0,1,1816,56,5,2,6,18,0
301,49,0,0,1628,24,1,0,2,4,0
302,26,0,0,1139,2,1,0,2,47,0
303,58,0,0,1859,13,1,2,8,27,0
304,52,0,0,1754,54,8,2,8,25,0
305,36,0,2,1166,15,9,1,6,28,0
306,65,1,2,1837,5,2,2,10,22,0
307,33,0,1,1300,3,9,1,7,42,0
308,20,1,2,428,37,3,0,1,25,0
309,37,1,2,1161,37,9,1,9,17,0
310,41,0,0,1520,37,7,2,5,44,0
311,50,0,0,1733,3,3,1,9,12,0
312,41,1,2,914,35,9,1,2,16,1
313,69,1,0,1183,52,9,0,8,37,0
314,28,0,1,772,23,6,1,7,16,0
315,66,0,0,1761,28,4,2,4,17,0
316,25,1,0,1806,30,8,1,3,31,1
317,53,0,0,814,18,3,1,4,15,0
318,55,0,0,525,58,2,1,4,13,0
319,57,0,0,1586,52,1,2,10,40,0
320,37,1,2,1892,36,0,1,10,27,0
321,52,1,0,1074,33,5,2,8,21,0
322,65,1,2,558,26,9,1,4,2,1
323,42,0,0,1929,48,1,0,5,8,0
324,52,0,0,523,40,7,0,2,42,1
325,42,1,0,1921,17,5,0,4,7,0
326,46,1,1,1549,40,4,2,7,10,0
327,35,1,0,1848,7,1,2,3,4,0
328,63,0,2,364,57,6,2,1,43,1
329,35,1,0,1796,8,1,1,8,41,0
330,19,1,2,1827,53,4,2,8,36,0
331,52,0,0,997,56,1,2,6,35,0
332,33,0,2,654,31,9,2,7,43,0
333,58,0,2,1376,59,1,2,10,3,0
334,53,1,1,1960,58,6,0,2,18,1
335,50,0,0,1350,12,8,1,5,46,0
336,21,0,0,392,48,4,0,7,43,0
337,50,1,0,826,31,6,1,9,24,0
338,31,0,1,1997,44,3,1,1,32,0
339,38,1,2,729,19,1,0,3,34,0
340,65,1,2,1233,10,2,2,6,2,0
341,37,0,0,291,39,1,0,7,2,0
342,25,0,0,338,12,4,1,6,10,0
343,24,0,0,680,20,5,1,1,23,0
344,20,0,1,648,37,6,2,4,15,1
345,34,0,2,1556,48,2,0,6,12,0
346,50,0,1,1068,41,3,1,8,43,0
347,65,1,0,539,7,7,0,10,17,0
348,29,1,2,1275,52,3,2,4,18,0
349,68,0,2,1930,54,6,2,7,14,0
350,39,1,0,665,58,5,1,3,17,0
351,39,0,1,917,14,6,2,8,15,0
352,63,1,1,998,11,0,1,1,12,0
353,47,1,1,674,7,2,1,4,16,0
354,55,1,2,600,29,5,2,8,32,0
355,55,0,0,1662,10,2,2,10,23,0
356,62,1,0,804,29,6,0,4,38,1
357,68,0,1,1131,9,8,0,2,34,1
358,25,1,0,1196,36,2,1,2,34,0
359,44,1,2,1121,48,0,0,4,16,0
360,44,1,2,1020,10,9,1,4,34,1
361,51,1,2,856,19,5,2,2,40,0
362,38,1,1,797,56,0,2,7,7,0
363,47,0,0,1732,31,0,0,6,33,0
364,50,0,0,1376,17,7,1,3,4,1
365,45,1,0,713,9,8,1,8,43,0
366,64,1,0,1726,45,1,0,8,7,0
367,50,1,0,1995,33,8,1,1,18,1
368,22,1,0,1899,34,4,1,3,4,0
369,65,0,1,1229,45,7,2,5,49,0
370,36,1,1,699,24,6,1,2,11,1
371,21,0,0,1884,9,6,1,5,43,0
372,52,1,0,916,7,3,1,10,20,0
373,66,0,1,1341,16,1,0,3,11,0
374,34,1,0,1708,19,4,0,9,15,0
375,61,1,0,800,39,2,0,1,46,0
376,45,0,0,865,6,8,1,4,17,1
377,47,1,2,1902,50,5,1,10,34,0
378,46,1,0,667,51,0,0,6,48,0
379,63,1,1,360,11,2,0,9,12,0
380,23,0,0,469,12,3,1,3,42,0
381,52,1,2,1279,58,8,1,3,28,1
382,58,1,0,427,42,5,2,5,48,0
383,54,0,0,1048,13,3,0,7,35,0
384,41,0,2,348,12,0,1,5,8,0
385,46,0,2,1269,21,7,0,8,27,0
386,66,1,2,1367,10,1,0,5,22,0
387,63,1,2,1973,20,7,0,7,24,0
388,48,1,1,831,50,5,2,6,2,0
389,52,0,1,1563,36,7,1,10,31,0
390,50,1,2,612,28,5,1,2,22,0
391,69,1,0,1955,24,4,0,3,1,0
392,38,0,0,719,5,4,1,4,14,0
393,49,0,0,1567,37,9,2,5,25,0
394,40,0,2,586,12,9,0,9,36,0
395,50,0,0,1696,58,7,2,6,36,0
396,20,0,0,474,35,6,2,1,41,1
397,35,1,1,552,40,7,1,3,3,1
398,42,0,1,1289,54,7,1,7,5,0
399,59,1,1,1302,2,6,2,8,1,0
400,48,1,0,797,50,1,1,7,19,0
401,20,0,2,1859,41,8,2,5,33,0
402,57,0,0,1425,45,6,2,10,42,0
403,63,0,0,1885,39,5,0,8,30,0
404,41,1,0,757,42,8,2,9,12,0
405,67,0,0,312,9,0,2,7,10,0
406,49,0,0,1314,22,1,1,9,34,0
407,64,0,1,340,47,0,0,1,16,0
408,39,0,0,1512,5,9,1,9,40,0
409,40,0,2,929,12,2,0,3,46,0
410,19,1,2,788,1,4,1,6,29,0
411,44,1,0,610,44,0,2,8,15,0
412,59,1,0,576,22,3,0,3,48,0
413,19,0,0,1607,38,7,0,4,11,1
414,43,0,2,1375,51,5,0,7,44,0
415,34,0,0,950,19,0,0,7,34,0
416,57,1,0,826,16,0,1,4,36,0
417,50,0,0,1542,31,2,1,9,30,0
418,26,0,2,1592,51,9,0,3,35,1
419,60,0,1,1829,3,7,0,8,9,0
420,65,1,0,1194,23,7,0,8,18,0
421,56,0,2,1783,42,2,1,4,19,0
422,46,1,2,902,59,6,0,7,39,0
423,59,0,1,661,18,2,0,4,4,0
424,43,1,1,211,26,3,0,1,6,0
425,52,1,2,1379,13,8,1,1,33,1
426,67,1,2,1907,58,3,2,1,32,0
427,42,0,1,676,18,2,2,2,16,0
428,41,0,0,1138,3,4,1,6,11,0
429,30,1,0,600,58,6,2,10,22,0
430,24,1,0,1007,23,4,0,5,36,0
431,53,0,1,376,3,3,0,2,23,0
432,62,0,1,1564,55,7,1,8,26,0
433,37,1,0,256,25,3,1,9,31,0
434,18,0,2,647,27,1,2,7,29,0
435,25,0,0,402,58,9,2,9,5,0
436,63,0,0,1920,44,5,0,4,38,0
437,33,0,1,1856,27,1,1,7,25,0
438,31,1,0,937,52,2,2,5,34,0
439,29,0,0,401,39,0,2,5,12,0
440,68,0,2,1553,25,4,0,3,22,0
441,40,1,2,562,24,8,0,9,9,0
442,32,1,0,1091,8,1,0,10,20,0
443,45,0,2,653,9,6,0,5,29,0
444,51,0,2,555,46,4,2,6,44,0
445,19,0,0,415,37,1,1,3,29,0
446,49,0,0,1171,30,7,1,10,45,0
447,40,1,2,754,53,5,0,7,27,0
448,39,1,0,1086,19,3,0,9,17,0
449,68,1,1,222,53,3,2,9,5,0
450,42,0,1,354,16,1,0,10,45,0
451,39,0,1,1409,24,2,1,10,13,0
452,39,0,0,448,44,6,0,5,42,0
453,66,0,1,948,21,2,1,7,15,0
454,69,1,0,1004,36,4,0,3,15,0
455,59,1,0,333,40,9,0,6,18,0
456,23,0,0,520,39,5,1,8,2,0
457,32,1,0,589,47,5,2,8,23,0
458,60,0,2,633,6,3,2,2,43,0
459,54,0,0,1245,5,5,0,6,13,0
460,50,1,0,1072,14,2,0,7,43,0
461,25,0,2,1823,53,6,1,7,4,0
462,61,0,0,1888,45,6,1,3,47,1
463,61,1,2,1348,42,3,0,9,25,0
464,22,0,0,1302,50,1,1,2,11,0
465,56,0,1,1057,4,6,2,3,48,1
466,21,1,1,250,8,2,2,2,42,0
467,23,0,0,1951,24,0,1,9,12,0
468,62,1,0,375,11,1,1,4,13,0
469,49,0,0,1069,17,9,1,2,9,1
470,69,1,1,452,50,8,2,3,45,1
471,47,1,0,1165,21,7,0,4,38,1
472,64,1,0,1469,57,5,1,10,6,0
473,52,0,0,938,26,5,1,6,43,0
474,57,1,0,1329,43,0,1,5,43,0
475,69,1,0,1416,48,1,0,3,10,0
476,33,1,1,1539,44,3,1,10,23,0
477,30,1,0,501,45,2,1,8,15,0
478,67,1,0,747,27,0,2,8,45,0
479,59,0,1,915,16,7,1,7,23,0
480,47,0,1,978,55,6,2,3,40,1
481,36,0,0,467,26,3,0,1,37,0
482,34,0,0,1393,53,8,1,5,34,0
483,36,0,0,1209,33,3,1,1,16,0
484,45,0,1,750,31,0,2,6,45,0
485,43,0,0,1678,48,9,0,7,41,0
486,54,1,1,1874,47,0,0,5,47,0
487,43,0,2,1515,6,0,2,4,32,0
488,40,1,2,1787,44,0,0,2,38,0
489,26,1,0,1364,8,3,0,5,40,0
490,29,0,0,1369,7,0,0,9,46,0
491,18,1,0,1648,34,1,0,4,5,0
492,18,1,0,513,44,3,0,2,17,0
493,64,1,2,383,53,6,0,6,22,0
494,51,1,1,1887,14,1,0,8,39,0
495,49,0,2,912,16,7,0,2,41,1
496,65,0,2,327,43,6,1,9,48,0
497,42,0,0,1510,52,8,2,7,18,0
498,57,0,0,1476,9,5,0,2,28,0
499,62,0,0,899,10,3,2,5,13,0
500,18,0,2,585,17,5,0,5,42,0
501,33,0,1,1453,12,3,0,7,1,0
502,56,0,2,470,6,6,1,5,19,0
503,22,0,0,1994,19,8,2,6,34,0
504,39,0,0,1010,43,2,2,9,4,0
505,46,1,2,614,41,2,1,3,43,0
506,20,0,0,397,53,1,1,3,3,0
507,29,1,1,1546,29,0,2,8,41,0
508,43,1,1,1279,6,0,0,10,10,0
509,33,1,2,1030,59,2,0,6,28,0
510,68,1,0,1426,25,6,2,10,34,0
511,54,0,0,1844,57,8,0,3,39,1
512,39,1,0,827,24,1,1,2,47,0
513,46,0,0,803,25,6,1,2,19,1
514,31,0,0,1361,16,0,1,2,42,0
515,45,1,2,1645,52,1,2,5,46,0
516,22,0,2,1280,16,5,2,5,36,0
517,64,1,0,1785,6,4,2,1,43,0
518,66,1,0,1209,37,7,0,2,3,1
519,47,0,0,270,21,1,2,2,23,0
520,63,0,0,1110,4,0,2,4,17,0
521,69,1,1,793,34,6,1,7,7,0
522,22,0,0,1595,28,5,0,3,26,0
523,29,0,0,1840,38,7,0,5,43,0
524,33,0,0,799,41,7,1,9,18,0
525,43,1,1,713,28,1,0,5,46,0
526,43,1,2,283,17,7,2,9,46,0
527,65,0,0,1193,14,5,0,1,6,0
528,38,0,2,1266,7,8,1,9,31,0
529,56,0,2,1889,22,6,0,5,29,0
530,53,0,1,1038,51,1,1,8,9,0
531,50,0,0,805,1,7,2,5,35,0
532,47,1,1,1009,29,8,2,6,17,0
533,54,0,1,332,52,6,1,8,12,0
534,40,1,1,1618,31,3,2,2,36,0
535,27,0,2,1288,30,8,2,3,48,1
536,22,1,2,489,57,3,0,9,24,0
537,53,0,0,575,15,3,2,5,10,0
538,51,1,2,968,18,8,1,5,30,0
539,69,0,2,666,35,7,2,9,29,0
540,48,1,2,1436,50,3,0,10,39,0
541,27,1,0,1371,30,7,1,3,10,1
542,36,1,2,1796,34,7,2,4,39,1
543,49,1,1,670,42,6,2,7,28,0
544,18,1,0,348,11,9,2,2,18,1
545,22,1,1,287,27,5,1,8,41,0
546,62,0,2,1547,24,7,0,5,17,0
547,21,1,1,595,35,6,1,1,11,1
548,33,0,0,989,39,4,1,3,1,0
549,41,0,0,1627,8,3,0,9,17,0
550,33,0,1,1305,51,1,1,5,36,0
551,19,0,0,1864,18,7,1,8,36,0
552,66,0,1,1509,13,8,2,1,46,1
553,45,1,0,1605,45,3,1,7,9,0
554,49,1,2,1064,24,3,2,7,45,0
555,44,1,0,1493,51,4,1,8,28,0
556,37,0,2,1515,23,1,2,3,48,0
557,41,1,0,1676,12,6,2,1,33,1
558,29,1,0,1938,49,4,2,9,3,0
559,67,1,0,223,30,5,0,1,8,0
560,52,1,0,1155,31,3,1,6,6,0
561,50,1,1,510,28,7,1,9,6,0
562,50,0,1,1684,22,7,1,2,29,1
563,68,1,0,1431,44,4,0,4,37,0
564,60,0,2,1940,28,5,2,2,12,0
565,54,0,0,863,13,2,1,4,9,0
566,29,0,2,637,25,0,0,2,41,0
567,20,0,1,1761,44,8,0,1,49,1
568,18,0,1,905,51,8,1,3,19,1
569,50,1,0,1559,46,2,2,8,17,0
570,57,1,2,621,7,3,0,5,48,0
571,27,1,0,1973,45,6,1,4,44,1
572,60,0,1,520,6,1,2,5,32,0
573,61,1,0,1720,24,2,0,6,35,0
574,46,1,2,786,19,5,0,6,14,0
575,30,0,2,1146,19,7,1,5,49,0
576,29,0,2,1386,36,0,1,6,16,0
577,48,0,0,1764,51,3,2,9,21,0
578,63,0,1,1388,9,0,1,5,12,0
579,19,1,0,1048,48,1,1,6,24,0
580,68,0,2,1921,59,7,2,4,34,1
581,67,0,0,1789,36,5,1,3,8,0
582,52,1,0,1518,38,8,2,6,44,0
583,40,1,2,241,40,1,2,5,21,0
584,34,0,0,1508,59,2,2,4,48,0
585,43,1,0,1138,29,8,1,5,8,0
586,25,0,0,586,24,8,2,7,28,0
587,46,0,0,1361,48,5,1,1,16,0
588,43,1,2,1410,5,2,2,1,10,0
589,27,1,1,1109,53,4,1,1,15,0
590,43,0,0,915,54,1,2,2,4,0
591,51,0,0,630,42,6,0,9,26,0
592,68,0,0,753,55,9,0,5,15,0
593,58,1,0,1639,45,7,0,9,36,0
594,24,0,2,999,26,5,2,5,32,0
595,21,0,2,625,14,7,1,7,43,0
596,67,0,0,1639,39,1,2,6,38,0
597,62,0,0,225,29,2,2,2,4,0
598,28,0,0,1594,52,6,2,3,41,1
599,46,1,1,584,6,9,2,5,9,0
600,53,0,1,255,7,0,1,4,35,0
601,42,0,0,1476,37,6,2,6,28,0
602,38,0,0,833,53,5,0,8,37,0
603,53,0,1,305,18,7,0,8,47,0
604,27,1,1,1353,23,6,0,3,9,1
605,54,1,0,1048,44,3,2,4,2,0
606,26,1,0,869,38,2,1,1,3,0
607,41,0,0,575,59,2,1,2,44,0
608,52,0,2,942,1,3,1,9,48,0
609,66,1,0,1166,4,8,2,10,5,0
610,52,1,0,507,51,8,1,10,10,0
611,65,1,2,290,44,1,0,2,28,0
612,53,0,0,1616,47,4,1,6,15,0
613,35,0,2,1757,35,0,2,7,14,0
